8.0,8.0,other
8.0,8.6,hip-hop
8.0,7.6,rock
8.0,7.8,electronic
8.0,7.4,loud-rock
8.0,7.3,rock
8.0,8.5,loud-rock
8.0,6.6,electronic
8.0,8.7,electronic
8.0,7.5,loud-rock
8.0,8.5,pop
8.0,7.4,hip-hop
8.0,8.0,rock
8.0,7.5,hip-hop
8.0,6.0,hip-hop
8.0,7.5,rock
8.0,7.2,pop
8.0,5.9,loud-rock
8.0,8.0,loud-rock
8.0,7.7,rock
8.0,7.1,pop
8.0,7.9,rock
8.0,8.5,other
8.0,8.1,rock
8.0,6.6,no-genre
8.0,6.8,pop
8.0,7.4,no-genre
8.0,8.3,pop
8.0,8.8,no-genre
8.0,8.0,rock
9.0,6.5,rock
9.0,9.0,hip-hop
9.0,8.5,hip-hop
9.0,8.1,rock
9.0,8.1,hip-hop
9.0,7.7,rock
9.0,8.5,rock
9.0,8.4,pop
9.0,6.2,loud-rock
9.0,8.6,pop
9.0,2.4,rock
10.0,9.3,hip-hop
